id;contact_id;name;interest;deletedAt;user_id;plan_stage_id;stage_order;not_company
2287;666;"UNIVERSIDAD DE CHILE";2;NULL;294;1;1;0
2288;2419;"FUNDACION LAS ROSAS";2;NULL;294;3;4;0
2289;2420;"prueba persona natural";0;NULL;129;3;3;1
2291;2422;Coach;2;NULL;367;3;10;0
2293;2424;"Banco Security";1;NULL;464;1;1;0
2294;2451;"Banco Estado";1;NULL;465;1;1;0
2295;2521;"Banco Scotiabank";1;NULL;465;3;15;0
2297;2431;"Banco Itau";1;NULL;464;3;1;0
2298;2438;"RedSalud CCHC";1;NULL;463;1;1;0
2300;2457;"Caja Los Andes";2;NULL;464;1;2;0
2301;2450;"Caja Los Héroes";2;NULL;464;1;3;0
2302;2446;"Banco Santander";1;NULL;464;3;3;0
2303;2608;"Banco ITAU";1;NULL;465;3;19;0
2304;NULL;Entel;1;NULL;464;NULL;NULL;0
2305;2481;"Clinica las Condes";1;NULL;463;1;4;0
2306;2534;"Rayen Salud";1;NULL;463;1;2;0
2307;2515;Multicaja;2;NULL;463;1;9;0
2308;NULL;DXC;1;NULL;462;NULL;NULL;0
2309;2509;Artikos;2;NULL;463;NULL;NULL;0
2310;NULL;Engie;1;NULL;462;NULL;NULL;0
2311;2477;Oracle;2;NULL;463;1;8;0
2312;NULL;"Clinica Indisa";1;NULL;462;NULL;NULL;0
2313;NULL;Latam;1;NULL;464;NULL;NULL;0
2314;2480;"Banco Security";1;NULL;462;2;1;0
2315;NULL;"Universidad Católica de Chile";1;NULL;464;NULL;NULL;0
2316;2463;Lipigas;1;NULL;466;1;1;0
2317;NULL;Copec;2;NULL;464;NULL;NULL;0
2318;2466;Tecnigen;1;NULL;463;1;5;0
2319;NULL;Dimacofi;1;NULL;462;NULL;NULL;0
2320;NULL;Metlife;1;NULL;464;NULL;NULL;0
2321;NULL;BUPA;1;NULL;463;NULL;NULL;0
2322;2470;eCapital;1;NULL;465;3;12;0
2323;2442;Vantrust;1;NULL;465;3;20;0
2324;2687;"Nueva Clinica Cordillera";2;NULL;463;1;6;0
2325;2536;"Banco BICE";1;NULL;464;NULL;NULL;0
2326;NULL;"Intersystems Chile";1;NULL;463;NULL;NULL;0
2327;NULL;Sonda;1;NULL;462;NULL;NULL;0
2328;2468;Gasco;2;NULL;466;NULL;NULL;0
2329;NULL;DUOC;1;NULL;462;NULL;NULL;0
2330;NULL;Sonda;2;NULL;463;NULL;NULL;0
2331;NULL;SODIMAC;1;NULL;462;NULL;NULL;0
2332;NULL;Falabella;1;NULL;462;NULL;NULL;0
2333;2661;"Banco Bice";1;NULL;465;3;13;0
2334;NULL;Transbank;2;NULL;463;NULL;NULL;0
2335;NULL;"Banco Santander";1;NULL;465;NULL;NULL;0
2336;NULL;CencoSud;1;NULL;462;NULL;NULL;0
2337;NULL;FORUM;2;NULL;465;NULL;NULL;0
2338;NULL;"Derco ";1;NULL;462;NULL;NULL;0
2339;2475;Servipag;1;NULL;465;1;5;0
2340;2454;CORFO;2;NULL;465;3;18;0
2341;NULL;BUPA;1;NULL;462;NULL;NULL;0
2342;2537;Metrogas;1;NULL;466;NULL;NULL;0
2343;2492;"Ripley Chile";2;NULL;466;NULL;NULL;0
2344;NULL;Sura;2;NULL;464;NULL;NULL;0
2345;NULL;IMED;2;NULL;463;NULL;NULL;0
2347;NULL;Enel;2;NULL;466;NULL;NULL;0
2348;NULL;"Aguas Andina";2;NULL;466;NULL;NULL;0
2349;2501;Stacks;2;NULL;463;1;7;0
2350;NULL;Entel;1;NULL;466;NULL;NULL;0
2351;NULL;SkyAilines;1;NULL;462;NULL;NULL;0
2352;NULL;WOM;1;NULL;466;NULL;NULL;0
2353;2538;"Banco BCI";1;NULL;465;NULL;NULL;0
2354;NULL;Falabella;1;NULL;466;NULL;NULL;0
2355;NULL;París;1;NULL;466;NULL;NULL;0
2356;NULL;"Delta Airlines";2;NULL;462;NULL;NULL;0
2357;2493;TIVIT;2;NULL;463;1;11;0
2358;2565;"Banco Internacional";1;NULL;465;3;14;0
2359;NULL;"Coca Cola";1;NULL;466;NULL;NULL;0
2360;2497;MICROSOFT;2;NULL;463;1;10;0
2361;NULL;ENTEL;2;NULL;465;NULL;NULL;0
2362;NULL;WOM;2;NULL;465;NULL;NULL;0
2363;2482;METLIFE;1;NULL;465;NULL;NULL;0
2364;2520;"Fundacion Arturo Lopez Perez";1;NULL;463;NULL;NULL;0
2365;NULL;SURA;2;NULL;465;NULL;NULL;0
2367;NULL;"Procter and Gamble";2;NULL;464;NULL;NULL;0
2369;2467;ENAP;2;NULL;462;3;1;0
2370;NULL;Unilever;1;NULL;466;NULL;NULL;0
2371;2540;"Caja Los Andes";1;NULL;465;3;6;0
2372;NULL;"Caja Los Heroes";1;NULL;465;NULL;NULL;0
2373;NULL;Nestlé;1;NULL;466;NULL;NULL;0
2375;NULL;Nestlé;2;NULL;464;NULL;NULL;0
2376;2518;"Automotores Gildemeister";1;NULL;466;NULL;NULL;0
2377;NULL;"Anglo America";1;NULL;462;NULL;NULL;0
2378;NULL;"Caja de Compensación 18 de Septiembre";1;NULL;465;NULL;NULL;0
2379;2541;Adexus;2;NULL;463;1;12;0
2380;NULL;Entel;2;NULL;463;NULL;NULL;0
2381;NULL;SAESA;1;NULL;462;NULL;NULL;0
2382;NULL;"Walmart Chile";1;NULL;464;NULL;NULL;0
2383;2516;"Mini Chile";1;NULL;466;NULL;NULL;0
2384;NULL;Ripley;1;NULL;462;NULL;NULL;0
2385;NULL;"ACL Consultores de Tecnología";2;NULL;463;NULL;NULL;0
2386;NULL;"Banco Estado";1;NULL;462;NULL;NULL;0
2387;NULL;"AFP HABITAT";1;NULL;462;NULL;NULL;0
2388;NULL;"Sodimac Corporativo";1;NULL;464;NULL;NULL;0
2389;NULL;"Cial Alimentos S.A";1;NULL;466;NULL;NULL;0
2390;NULL;Servipag;2;NULL;463;NULL;NULL;0
2391;NULL;PepsiCo;1;NULL;466;NULL;NULL;0
2392;NULL;"Evercrisp Chile S.A";1;NULL;466;NULL;NULL;0
2393;NULL;ICB;1;NULL;466;NULL;NULL;0
2395;NULL;Consorcio;2;NULL;464;NULL;NULL;0
2396;NULL;"Inmobiliaria Manquehue";2;NULL;464;NULL;NULL;0
2397;NULL;CCU;2;NULL;464;NULL;NULL;0
2398;2546;Sinacofi;2;NULL;464;NULL;NULL;0
2399;NULL;"Safe Energy SPA";1;NULL;366;NULL;NULL;0
2400;NULL;"SOCIEDAD COMERCIAL DISOLD LIMITADA";1;NULL;366;NULL;NULL;0
2401;NULL;"COMERCIAL UYUSTOOLS CHILE SA";1;NULL;366;NULL;NULL;0
2402;NULL;"TRAMONTINA DE CHILE S.A.";1;NULL;366;NULL;NULL;0
2403;NULL;"FERREX S A";1;NULL;366;NULL;NULL;0
2404;NULL;"KNAUF DE CHILE LIMITADA";1;NULL;366;NULL;NULL;0
2405;NULL;"MOSAICO S A";1;NULL;366;NULL;NULL;0
2406;NULL;"ARAGON S.A.";1;NULL;366;NULL;NULL;0
2407;NULL;Dimaco;1;NULL;366;NULL;NULL;0
2408;NULL;"ASSA ABLOY CHILE SPA";1;NULL;366;NULL;NULL;0
2409;NULL;"IMPOVAR S A";1;NULL;366;NULL;NULL;0
2410;NULL;"COMERCIAL HISPANO CHILENA LIMITADA";1;NULL;366;NULL;NULL;0
2411;NULL;"KUPFER HERMANOS S A";1;NULL;366;NULL;NULL;0
2412;NULL;"SALOMON SACK S A";1;NULL;366;NULL;NULL;0
2413;NULL;"PRODALAM S A";1;NULL;366;NULL;NULL;0
2414;NULL;"LOUISIANA PACIFIC CHILE S A";1;NULL;366;NULL;NULL;0
2415;NULL;"Banco Falabella";1;NULL;465;NULL;NULL;0
2416;NULL;"Banco Ripley";1;NULL;465;NULL;NULL;0
2417;2551;"GRUPO TAWA";2;NULL;294;3;9;0
2418;2552;"GRUPO CYGNUS";2;NULL;294;3;5;0
2419;2553;"Michael page";1;NULL;341;3;1;0
2420;NULL;Petrobras;1;NULL;466;NULL;NULL;0
2421;NULL;Esmax;1;NULL;466;NULL;NULL;0
2422;NULL;Enex;1;NULL;466;NULL;NULL;0
2423;2686;"Banco Consorcio";1;NULL;465;3;2;0
2424;2558;"Banco Security";1;NULL;465;NULL;NULL;0
2431;2561;LATAM;1;NULL;465;NULL;NULL;0
2432;NULL;COPEC;2;NULL;465;NULL;NULL;0
2433;2562;"Ernst & Young";2;NULL;465;1;8;0
2434;NULL;"Watts S.A.";2;NULL;465;NULL;NULL;0
2435;NULL;"Isapre Colmena";2;NULL;464;NULL;NULL;0
2436;NULL;"Isapre Banmédica";2;NULL;464;NULL;NULL;0
2437;NULL;"Red UC Christus";1;NULL;464;NULL;NULL;0
2438;868;INGELSERVICE;2;NULL;294;3;3;0
2439;2563;IBM;2;NULL;294;3;7;0
2440;2548;HOPARTNERS;2;NULL;294;3;10;0
2442;2566;"Banco Estado";1;NULL;415;3;2;0
2443;NULL;"Cencosud Scotiabank";1;NULL;464;NULL;NULL;0
2445;NULL;Ripley;2;NULL;464;NULL;NULL;0
2446;NULL;VTR;2;NULL;464;NULL;NULL;0
2447;NULL;"GTD Manquehue";2;NULL;464;NULL;NULL;0
2448;NULL;"Direct TV";2;NULL;464;NULL;NULL;0
2449;NULL;"Universidad Adolfo Ibañez";1;NULL;464;NULL;NULL;0
2450;NULL;"Universidad Los Andes";1;NULL;464;NULL;NULL;0
2451;NULL;"AFP Habitat";1;NULL;464;NULL;NULL;0
2452;NULL;"AFP Capital";1;NULL;464;NULL;NULL;0
2453;NULL;"Banco Ripley";1;NULL;464;NULL;NULL;0
2454;NULL;Abastible;1;NULL;464;NULL;NULL;0
2455;NULL;Shell;1;NULL;464;NULL;NULL;0
2456;NULL;Gasco;1;NULL;464;NULL;NULL;0
2457;NULL;"Grupo Security";1;NULL;464;NULL;NULL;0
2458;NULL;"Cámara Chilena de la Construcción";2;NULL;464;NULL;NULL;0
2459;NULL;"Liberty Seguros";1;NULL;464;NULL;NULL;0
2460;NULL;"Asociacion Chilena de Seguridad";1;NULL;464;NULL;NULL;0
2461;NULL;"Sky Airlines";1;NULL;464;NULL;NULL;0
2462;2568;"Nuevo contacto sin empresa";0;NULL;491;1;1;1
2463;NULL;"Empresa importante sin contacto";1;NULL;491;NULL;NULL;0
2464;2569;"Empresa importante con contacto";2;NULL;491;3;1;0
2465;NULL;Equifax;2;NULL;464;NULL;NULL;0
2466;NULL;"AFP Provida";1;NULL;464;NULL;NULL;0
2467;NULL;"Enel Chile";2;NULL;464;NULL;NULL;0
2468;NULL;"Coca Cola Chile";1;NULL;464;NULL;NULL;0
2469;NULL;"Principal Financial Group";1;NULL;464;NULL;NULL;0
2470;2473;"Nicolas Larrain";0;NULL;465;1;2;1
2471;2458;"Allan Jarry";0;NULL;465;1;3;1
2472;2528;"Luis Diaz ";NULL;NULL;465;1;4;1
2473;2465;"Alvaro Rosenblut";0;NULL;465;3;16;1
2474;2447;"Andres Achurra";0;NULL;465;3;8;1
2475;2486;"Carlos Porter";0;NULL;465;3;17;1
2479;2513;ENEX;1;NULL;465;NULL;NULL;0
2480;2576;Coopeuch;1;NULL;465;NULL;NULL;0
2484;NULL;"DERCO S.A.";2;NULL;465;NULL;NULL;0
2487;2580;Abastible;2;NULL;417;3;5;0
2489;2582;"AFP Modelo";2;NULL;451;1;1;0
2500;2586;CCU;2;NULL;451;1;5;0
2502;NULL;Sodimac;1;NULL;466;NULL;NULL;0
2503;NULL;"Komatsu Cummins";2;NULL;466;NULL;NULL;0
2504;NULL;"Caja Los Andes";1;NULL;466;NULL;NULL;0
2505;NULL;"Tres Montes Luchetti";1;NULL;466;NULL;NULL;0
2506;NULL;"Viña Concha y Toro";1;NULL;466;NULL;NULL;0
2507;NULL;Wallmart;1;NULL;466;NULL;NULL;0
2508;NULL;"SAMSUNG CHILE";1;NULL;466;NULL;NULL;0
2509;NULL;CCU;1;NULL;466;NULL;NULL;0
2510;NULL;Colún;1;NULL;466;NULL;NULL;0
2511;NULL;LOREAL;1;NULL;466;NULL;NULL;0
2512;NULL;"ADIDAS CHILE";1;NULL;466;NULL;NULL;0
2513;NULL;Nike;1;NULL;466;NULL;NULL;0
2514;NULL;"Procter and Gamble";1;NULL;466;NULL;NULL;0
2515;NULL;VTR;1;NULL;466;NULL;NULL;0
2516;NULL;"SONY CHILE";1;NULL;466;NULL;NULL;0
2517;NULL;"Cencosud Administradora de Tarjetas";1;NULL;466;NULL;NULL;0
2518;NULL;"Cencosud Shopping Centers";1;NULL;466;NULL;NULL;0
2519;NULL;Watt´s;1;NULL;466;NULL;NULL;0
2520;NULL;Jumbo;1;NULL;466;NULL;NULL;0
2521;NULL;"Agrosuper Comercializadora de Alimentos";1;NULL;466;NULL;NULL;0
2522;NULL;Masisa;1;NULL;466;NULL;NULL;0
2523;NULL;Ariztia;1;NULL;466;NULL;NULL;0
2524;NULL;"Toyota Chile";1;NULL;466;NULL;NULL;0
2525;NULL;"Kia Motors";1;NULL;466;NULL;NULL;0
2526;NULL;"DERCO S.A.";1;NULL;466;NULL;NULL;0
2527;NULL;"Alta Comunicación";2;NULL;466;NULL;NULL;0
2543;2594;SSSSS;1;NULL;209;2;1;0
2544;2595;"LIBANO & ASOCIADOS";2;NULL;294;3;8;0
2545;2428;"Rodrigo Bustos";0;NULL;465;3;9;1
2548;2248;"Penta Servicios Financieros";2;NULL;419;3;4;0
2549;NULL;"Falabella Viajes";1;NULL;451;NULL;NULL;0
2551;2598;"EuroCapital S.A";2;NULL;451;1;2;0
2553;2600;AAXIS;2;NULL;294;3;2;0
2554;2602;"Minera Alxar";1;NULL;83;1;2;0
2559;2439;"Patricia Norambuena";0;NULL;465;3;21;1
2560;2425;"Sebastian Torrens";0;NULL;465;3;22;1
2562;2611;"HK Human Capital";1;NULL;341;3;3;0
2563;2612;"Latam Airlines";2;NULL;451;NULL;NULL;0
2566;2615;Arauco;2;NULL;451;NULL;NULL;0
2567;NULL;Servibanca;2;NULL;451;NULL;NULL;0
2568;2620;"Credicorp Capital Chile SA";2;NULL;473;1;2;0
2569;NULL;"BANCO RIPLEY";1;NULL;474;NULL;NULL;0
2570;2618;Tsoft;3;NULL;476;NULL;NULL;0
2571;NULL;"Intersystems Chile";1;NULL;477;NULL;NULL;0
2572;2622;"CLINICA RED SALUD";2;NULL;487;NULL;NULL;0
2573;NULL;Tecnigen;2;NULL;477;NULL;NULL;0
2574;NULL;SONDA;1;NULL;477;NULL;NULL;0
2575;NULL;Blizzard;1;NULL;476;NULL;NULL;0
2576;2623;Scienu;1;NULL;473;1;1;0
2577;2464;"Clinica Vespucio";1;NULL;462;NULL;NULL;0
2578;2449;"AFC CHILE";1;NULL;462;NULL;NULL;0
2579;2624;"Banco Scotiabank";1;NULL;451;NULL;NULL;0
2584;2627;"Banco BBVA";1;NULL;451;NULL;NULL;0
2586;2629;"Walmart Chile";2;NULL;451;NULL;NULL;0
2587;2630;"Banco Estado";1;NULL;451;NULL;NULL;0
2590;2632;"Caja de compensacion Los Heroes";2;NULL;451;NULL;NULL;0
2592;2633;"Falabella Retail S.A.";1;NULL;451;NULL;NULL;0
2598;2639;"Mandomedio S.A.";2;NULL;451;NULL;NULL;0
2599;2640;ACHS;2;NULL;451;NULL;NULL;0
2606;2647;SMU;1;NULL;367;2;4;0
2607;2648;Nexus;2;NULL;451;NULL;NULL;0
2610;2651;Axity;2;NULL;463;1;3;0
2611;NULL;"Nueva empresa de interes";1;NULL;129;NULL;NULL;0
2612;2652;eCapitalGroup;2;NULL;451;1;10;0
2613;2653;ESE;1;NULL;367;3;7;0
2614;2654;"SAAM S.A.";2;NULL;451;2;1;0
2615;2572;"Max Grekin";NULL;NULL;465;1;6;1
2616;2656;"Ricardo Barbieri";0;NULL;465;3;11;1
2617;2658;VTR;1;NULL;465;3;1;0
2621;2665;UANDES;1;NULL;367;3;6;0
2622;2666;"Total Check";1;NULL;415;2;1;0
2624;2219;"Latam Trade Nuevo Capital";2;NULL;415;3;1;0
2628;2678;"Banco Itau";1;NULL;451;1;8;0
2629;2679;"AFP Uno";2;NULL;451;1;9;0
2630;2680;"Tanner Servicios Financieros";2;NULL;451;NULL;NULL;0
2631;NULL;"Banco Rabobank";2;NULL;451;NULL;NULL;0
2632;2681;Searchlight;1;NULL;341;3;5;0
2635;2684;"transformacion digital";2;NULL;413;2;2;0
2636;2685;REDGLOBAL;2;NULL;413;2;3;0
2637;2532;"Jose Ignacio Bertea";NULL;NULL;465;3;10;1
2638;2429;"Joaquin Contardo Silva";0;NULL;465;3;7;1
2639;2579;"Patricio Silva Lewin";NULL;NULL;465;1;7;1
2640;2490;ALAYA;2;NULL;463;1;13;0
2641;2455;Marco-;2;NULL;463;1;14;0
2642;2543;"Managing Partner amd founder segacy";2;NULL;463;1;15;0
2643;2689;"Banco Security";1;NULL;451;NULL;NULL;0
2645;NULL;"Banco Central";2;NULL;462;NULL;NULL;0
2647;NULL;"Universidad de Chile";2;NULL;462;NULL;NULL;0
2648;NULL;abbot;2;NULL;462;NULL;NULL;0
2650;NULL;BHP;1;NULL;462;NULL;NULL;0
2651;NULL;"EMPRESAS RED SALUD S.A.";1;NULL;462;NULL;NULL;0
2652;NULL;"RED SALUD CCHC";1;NULL;462;NULL;NULL;0
2653;NULL;saval;2;NULL;462;NULL;NULL;0
2655;NULL;"AES GENER";0;NULL;462;NULL;NULL;0
2656;NULL;Sabre;2;NULL;462;NULL;NULL;0
2657;NULL;"Antofagasta Minerals";1;NULL;462;NULL;NULL;0
2660;2691;CAP;2;NULL;390;3;3;0
2668;2699;"Ricardo Valech";0;NULL;465;3;4;1
2670;2577;"Jorge Leyton";NULL;NULL;465;1;9;1
2671;2659;"Rodrigo Espinosa";0;NULL;465;3;5;1
2672;NULL;"Rayen Salud";1;NULL;477;NULL;NULL;0
2673;2983;BANCOESTADO;1;NULL;513;1;1;0
2674;3400;"Banco Itau";1;NULL;505;1;3;0
2675;NULL;"Banco BCI";1;NULL;503;NULL;NULL;0
2676;3034;Wallmart;1;NULL;501;1;3;0
2677;2768;"Rabo Finance";1;NULL;500;NULL;NULL;0
2678;NULL;"Banco Santander";1;NULL;503;NULL;NULL;0
2679;NULL;"Banco Security";1;NULL;505;1;1;0
2680;2780;HSBC;1;NULL;500;NULL;NULL;0
2681;2813;"Caja los andes";1;NULL;503;NULL;NULL;0
2682;NULL;Falabella;1;NULL;501;NULL;NULL;0
2683;2742;"CAJA COMPENSACION LOS HEROES";1;NULL;513;1;2;0
2684;2792;"Banco Scotiabank";1;NULL;505;1;2;0
2685;NULL;"Banco Estado y sus Filiales";1;NULL;508;NULL;NULL;0
2687;2724;"Banco de Crédito e Inversiones";1;NULL;500;NULL;NULL;0
2688;NULL;"Parque Arauco";1;NULL;501;NULL;NULL;0
2689;NULL;"Banco Security";2;NULL;503;NULL;NULL;0
2690;NULL;"Banco Bci";1;NULL;505;NULL;NULL;0
2691;NULL;"Banco BCI";1;NULL;508;NULL;NULL;0
2692;2986;"Metlife Investment";2;NULL;513;2;1;0
2693;NULL;CODELCO;1;NULL;503;NULL;NULL;0
2694;2711;"BANCO ITAU";2;NULL;513;1;3;0
2696;NULL;"Inmobiliaria Socovesa Santiago";1;NULL;501;NULL;NULL;0
2697;2721;"Bank of China";2;NULL;500;NULL;NULL;0
2698;2985;"PRINCIPAL FINANCIAL GROUP";1;NULL;513;1;4;0
2700;2738;"GRUPO PATIO";1;NULL;501;1;1;0
2701;NULL;"SURA CHILE";1;NULL;513;NULL;NULL;0
2702;NULL;"LA CHILENA CONSOLIDADA";2;NULL;513;NULL;NULL;0
2703;2746;"Credicorp Capital Chile SA";2;NULL;500;NULL;NULL;0
2704;NULL;ENGIE;1;NULL;398;NULL;NULL;0
2705;NULL;CAP;1;NULL;398;NULL;NULL;0
2707;NULL;"Echeverría Izquierdo Inmobiliaria";1;NULL;501;NULL;NULL;0
2708;NULL;"Metlife Mutuos Hipotecarios";1;NULL;513;NULL;NULL;0
2709;2719;"Banco Estado";1;NULL;500;NULL;NULL;0
2711;NULL;ESMAX;1;NULL;398;NULL;NULL;0
2713;2709;"Scotiabank Chile";2;NULL;500;NULL;NULL;0
2714;NULL;"Clinica Universidad de Los Andes";2;NULL;502;NULL;NULL;0
2716;2807;"Caja de Compensación Los Heroes";1;NULL;508;NULL;NULL;0
2718;2720;"Cayo y Arenas";1;NULL;508;NULL;NULL;0
2720;2735;"VANTRUST CAPITAL";2;NULL;513;NULL;NULL;0
2721;NULL;"Mall Plaza";2;NULL;501;NULL;NULL;0
2722;NULL;Essbio;3;NULL;503;NULL;NULL;0
2723;2736;"Banco Security";1;NULL;500;NULL;NULL;0
2724;NULL;GASVALPO;1;NULL;398;NULL;NULL;0
2725;NULL;"AFP CUPRUM";3;NULL;513;NULL;NULL;0
2727;2730;"Credit Suisse";2;NULL;500;NULL;NULL;0
2728;2989;"CAJA COMPENSACION LA ARAUCANA";1;NULL;513;NULL;NULL;0
2732;NULL;FACTOTAL;2;NULL;513;NULL;NULL;0
2733;NULL;"Constructora Salfa";2;NULL;501;NULL;NULL;0
2734;NULL;"TANNER FACTORING";2;NULL;513;NULL;NULL;0
2736;NULL;FACTOTAL;3;NULL;513;NULL;NULL;0
2737;NULL;IBM;2;NULL;503;NULL;NULL;0
2738;NULL;"Caja los Heroes";2;NULL;503;NULL;NULL;0
2739;NULL;Movistar;1;NULL;503;NULL;NULL;0
2740;2748;sodimac;2;NULL;503;NULL;NULL;0
2741;NULL;"Banco Scotiabank";1;NULL;503;NULL;NULL;0
2743;NULL;"Penta Vida Compania De Seguros Vida S A";3;NULL;513;NULL;NULL;0
2744;NULL;"Banco Central";1;NULL;503;NULL;NULL;0
2746;2831;"Banco Itau";2;NULL;503;NULL;NULL;0
2747;NULL;"BICE VIDA RENTAS VITALICIAS";3;NULL;513;NULL;NULL;0
2749;NULL;"Coca Cola Chile";3;NULL;503;NULL;NULL;0
2750;NULL;"Empresas Copec S A";1;NULL;503;NULL;NULL;0
2751;NULL;HUACHIPATO;2;NULL;503;NULL;NULL;0
2753;NULL;"Empresas Copec";3;NULL;501;NULL;NULL;0
2754;NULL;"Empresa CMPC";2;NULL;503;NULL;NULL;0
2755;2796;"Cia de Seguros La Chilena Consolidad";2;NULL;508;NULL;NULL;0
2756;NULL;"Laboratorio Chile";3;NULL;503;NULL;NULL;0
2757;NULL;"BNP Paribas Cardif S";1;NULL;503;NULL;NULL;0
2758;NULL;"Cia de Seguros La Chilena Consolidad";1;NULL;505;NULL;NULL;0
2759;NULL;"Seguros SURA";2;NULL;503;NULL;NULL;0
2760;NULL;"Banco Estado";1;NULL;505;NULL;NULL;0
2761;NULL;Consultoras;2;NULL;505;NULL;NULL;0
2762;NULL;Socofin;3;NULL;508;NULL;NULL;0
2763;NULL;"Caja de Compensacion Los Andes";2;NULL;508;NULL;NULL;0
2766;NULL;"Caja de Compensacion La Araucana";2;NULL;508;NULL;NULL;0
2767;NULL;"LATAM Airlines";1;NULL;503;NULL;NULL;0
2768;2986;"RENTAS VITALICIAS METLIFE";3;NULL;513;NULL;NULL;0
2769;NULL;"SECURITY PRINCIPAL CREDITOS HIPOTECARIOS";1;NULL;513;NULL;NULL;0
2770;NULL;"Mapfre Compania de Seguros de Vida de Chile";3;NULL;513;NULL;NULL;0
2771;NULL;"Liberty Compania De Seguros Generales S A";3;NULL;513;NULL;NULL;0
2772;NULL;"Ripley Retail";2;NULL;501;NULL;NULL;0
2773;NULL;"Administradora De Fondos De Pensiones Habitat S A";3;NULL;513;NULL;NULL;0
2774;NULL;"Bice Inversiones Corredores De Bolsa S A";3;NULL;513;NULL;NULL;0
2775;2984;"Caja de Compensacion 18 de Septiembre";1;NULL;513;NULL;NULL;0
2776;NULL;"Cámara Chilena de la Construcción";2;NULL;513;NULL;NULL;0
2777;NULL;"Grupo Ultramar";2;NULL;501;NULL;NULL;0
2778;NULL;"CAMARA DE COMERCIO ASIA-PACIFICO";3;NULL;513;NULL;NULL;0
2779;NULL;"Empresa CMPC";3;NULL;501;NULL;NULL;0
2780;NULL;"Asociacion Chilena de Seguridad";3;NULL;513;NULL;NULL;0
2781;NULL;SMU;2;NULL;501;NULL;NULL;0
2782;NULL;"Cia de Seguros de Vida Euroamérica";2;NULL;508;NULL;NULL;0
2784;NULL;"Ingeniería y Construcción Sigdo Koppers";3;NULL;501;NULL;NULL;0
2786;NULL;"Caja de Compensacion 18 de Septiembre";2;NULL;508;NULL;NULL;0
2788;NULL;"Icafal Inmobiliaria";2;NULL;501;NULL;NULL;0
2789;NULL;"Empresa Constructora Moller y Perez Cotapos";3;NULL;501;NULL;NULL;0
2790;NULL;Sodimac;3;NULL;501;NULL;NULL;0
2791;NULL;Madesal;3;NULL;501;NULL;NULL;0
2792;2722;"Urbano Proyectos";3;NULL;501;NULL;NULL;0
2793;2709;"Banco Santander";1;NULL;500;NULL;NULL;0
2794;2816;Entel;1;NULL;503;1;1;0
2795;NULL;"Visa International";1;NULL;502;NULL;NULL;0
2796;2826;"LATAM Airlines";2;NULL;500;NULL;NULL;0
2798;NULL;Walmart;1;NULL;195;NULL;NULL;0
2799;NULL;"Direct TV";1;NULL;195;NULL;NULL;0
2800;NULL;"Banco Chile";1;NULL;195;NULL;NULL;0
2801;NULL;"Uno AFP";1;NULL;195;NULL;NULL;0
2802;NULL;ISP;1;NULL;195;NULL;NULL;0
2803;NULL;"AFP Provida";1;NULL;195;NULL;NULL;0
2804;NULL;Puma;1;NULL;195;NULL;NULL;0
2805;NULL;Engie;1;NULL;195;NULL;NULL;0
2806;NULL;"Hotel W";1;NULL;195;NULL;NULL;0
2807;NULL;SQM;1;NULL;195;NULL;NULL;0
2808;NULL;Falabella;1;NULL;195;NULL;NULL;0
2809;2832;"CLINICA INDISA";1;NULL;294;1;2;0
2810;2834;04;1;NULL;341;3;4;0
2811;1825;MUFG;3;NULL;415;NULL;NULL;0
2812;2836;"Caja de compensacion los andes";1;NULL;194;1;9999;0
2814;2838;GSCOM;1;NULL;483;2;1;0
2815;2840;"Corporación turismo";2;NULL;483;1;1;0
2816;NULL;Induventa;3;NULL;483;NULL;NULL;0
2819;2972;Falabella;1;NULL;588;NULL;NULL;0
2820;2879;SALFA;1;NULL;588;NULL;NULL;0
2821;2868;"Cruz verde";2;NULL;623;1;9999;0
2822;2893;"Latam Airlines Group S.A.";1;NULL;581;NULL;NULL;0
2823;NULL;FORUS;1;NULL;542;NULL;NULL;0
2824;NULL;KOMAX;1;NULL;542;NULL;NULL;0
2825;NULL;Sodimac;1;NULL;588;NULL;NULL;0
2826;NULL;"Automotores Gildemeister";2;NULL;542;NULL;NULL;0
2827;NULL;Wunderman;2;NULL;588;NULL;NULL;0
2828;NULL;"UNILEVER CHILE";1;NULL;623;NULL;NULL;0
2829;NULL;RIPLEY;1;NULL;588;NULL;NULL;0
2830;NULL;"Marubeni ( Chile )";1;NULL;580;NULL;NULL;0
2831;NULL;SPARTA;1;NULL;542;NULL;NULL;0
2832;2870;"MALETAS CHILE SPA";2;NULL;581;NULL;NULL;0
2833;NULL;"COMERCIAL KAUFMANN S.A.";1;NULL;580;NULL;NULL;0
2834;NULL;"La Polar S.A.";1;NULL;542;NULL;NULL;0
2835;NULL;BCI;1;NULL;623;NULL;NULL;0
2836;NULL;"Latam Airlines Group S.A.";2;NULL;580;NULL;NULL;0
2837;NULL;"Ministerio de Salud";1;NULL;593;NULL;NULL;0
2838;2892;"Tres Montes Lucchetti";1;NULL;542;NULL;NULL;0
2839;NULL;WALLMART;3;NULL;580;NULL;NULL;0
2840;NULL;SKberger;1;NULL;542;NULL;NULL;0
2841;NULL;"Banco Estado MIcroempresas";3;NULL;580;NULL;NULL;0
