id;contact_id;name;interest;deletedAt;user_id;plan_stage_id;stage_order;not_company
1087;821;"CMR Falabello";2;NULL;294;3;17;0
1088;NULL;TATA;1;NULL;114;NULL;NULL;0
1089;NULL;ENGIE;1;NULL;114;NULL;NULL;0
1090;NULL;Copec;1;NULL;310;NULL;NULL;0
1091;NULL;Cencosud;2;NULL;310;NULL;NULL;0
1092;1083;Codelco;1;NULL;310;1;9999;0
1093;NULL;Falabella;2;NULL;310;NULL;NULL;0
1094;NULL;Latam;2;NULL;310;NULL;NULL;0
1095;NULL;Enel;1;NULL;310;NULL;NULL;0
1096;NULL;Enap;2;NULL;310;NULL;NULL;0
1097;NULL;Escondida;1;NULL;310;NULL;NULL;0
1098;NULL;CMPC;1;NULL;310;NULL;NULL;0
1099;NULL;"Antofagasta PLC";1;NULL;310;NULL;NULL;0
1100;NULL;Quiñenco;1;NULL;310;NULL;NULL;0
1101;NULL;Sodimac;1;NULL;310;NULL;NULL;0
1102;NULL;Entel;2;NULL;310;NULL;NULL;0
1103;1078;AngloAmerican;1;NULL;310;1;9999;0
1104;NULL;Enex;1;NULL;310;NULL;NULL;0
1105;NULL;CGE;1;NULL;310;NULL;NULL;0
1106;NULL;CCU;1;NULL;310;NULL;NULL;0
1107;NULL;"AES Gener";1;NULL;310;NULL;NULL;0
1108;NULL;"Shell Chile";1;NULL;310;NULL;NULL;0
1109;NULL;"Banco de Chile";1;NULL;310;NULL;NULL;0
1110;NULL;"Consorcio Financiero";1;NULL;310;NULL;NULL;0
1111;NULL;CAP;1;NULL;310;NULL;NULL;0
1112;NULL;Petrobras;1;NULL;310;NULL;NULL;0
1113;NULL;Ripley;2;NULL;310;NULL;NULL;0
1114;NULL;"Banco Estado";1;NULL;310;NULL;NULL;0
1115;NULL;Colbún;1;NULL;310;NULL;NULL;0
1116;NULL;"Bupa Chile";1;NULL;310;NULL;NULL;0
1117;NULL;"Banco Itaú";2;NULL;310;NULL;NULL;0
1118;NULL;Salfacorp;1;NULL;310;NULL;NULL;0
1119;NULL;Masisa;1;NULL;310;NULL;NULL;0
1120;NULL;"Engie Energía Chile";1;NULL;310;NULL;NULL;0
1121;NULL;Derco;1;NULL;310;NULL;NULL;0
1122;NULL;"Automotores Gildemeister";2;NULL;310;NULL;NULL;0
1123;NULL;Gasco;1;NULL;310;NULL;NULL;0
1124;NULL;Metrogas;1;NULL;310;NULL;NULL;0
1125;1223;Ichcape;1;NULL;310;1;9999;0
1126;NULL;Iansa;2;NULL;310;NULL;NULL;0
1127;NULL;"Sky Airline";2;NULL;310;NULL;NULL;0
1128;NULL;"Procter & Gamble";2;NULL;310;NULL;NULL;0
1129;NULL;Unilever;1;NULL;310;NULL;NULL;0
1130;NULL;"Roche Chile";1;NULL;310;NULL;NULL;0
1131;NULL;Sura;1;NULL;310;NULL;NULL;0
1132;NULL;"Coca Cola Chile";1;NULL;310;NULL;NULL;0
1133;NULL;FASA;1;NULL;294;NULL;NULL;0
1134;861;"ASPEN PHARMA GROUP";2;NULL;294;3;15;0
1135;870;"GLOBAL JOBS";2;NULL;294;3;22;0
1136;NULL;LabLab;1;NULL;129;1;2;0
1138;NULL;jorge;2;NULL;129;NULL;NULL;0
1139;NULL;"CIAL Alimentos";1;NULL;310;NULL;NULL;0
1140;1290;alto;1;NULL;129;2;6;0
1141;NULL;"Banco Santander";1;NULL;314;NULL;NULL;0
1142;1248;"Equation Partners";1;NULL;314;2;2;0
1143;1283;"Michael Page";1;NULL;314;3;2;0
1144;1137;"Sierra Gorda SCM";1;NULL;311;NULL;NULL;0
1145;1137;"KGHM International";1;NULL;311;NULL;NULL;0
1146;NULL;"Teck Resources Limited";1;NULL;311;NULL;NULL;0
1147;NULL;"Yamana Gold";1;NULL;311;NULL;NULL;0
1148;NULL;"Yamana Gold Inc";1;NULL;311;NULL;NULL;0
1149;1089;"Norte Abierto Spa";1;NULL;311;NULL;NULL;0
1150;NULL;"Methanex Chile SA";1;NULL;311;NULL;NULL;0
1151;1089;"Newmont Goldcorp Corporation";1;NULL;311;NULL;NULL;0
1152;NULL;Natura;2;NULL;311;NULL;NULL;0
1153;1287;BHP;1;NULL;311;NULL;NULL;0
1154;1168;AMSA;2;NULL;311;NULL;NULL;0
1156;1255;Sephora;1;NULL;314;1;4;0
1157;NULL;WALMART;1;NULL;294;NULL;NULL;0
1159;NULL;"bajo sin";3;NULL;129;NULL;NULL;0
1161;NULL;"bajo sin 2";3;NULL;129;NULL;NULL;0
1162;NULL;"alto sin";1;NULL;129;NULL;NULL;0
1164;1291;"Test Empresa";1;NULL;268;1;1;0
1165;NULL;"Samsung Electronic";1;NULL;310;NULL;NULL;0
1166;NULL;"Prueba de empresa";0;NULL;129;NULL;NULL;0
1172;NULL;asdfsadf;0;NULL;129;NULL;NULL;0
1173;NULL;"Empresa 6 test";0;NULL;129;NULL;NULL;0
1174;1294;"Empresa 33";1;NULL;342;2;1;0
1175;1295;"Empresa con alto interes que quiero trabajar";1;NULL;342;2;4;0
1176;NULL;Alstom;1;NULL;335;NULL;NULL;0
1177;NULL;Siemens;1;NULL;335;NULL;NULL;0
1178;NULL;Airbus;1;NULL;335;NULL;NULL;0
1179;NULL;Acciona;1;NULL;335;NULL;NULL;0
1180;1383;"Hogar de Cristo ";1;NULL;341;3;12;0
1181;NULL;Codelco;2;NULL;335;NULL;NULL;0
1182;NULL;Bechtel;2;NULL;335;NULL;NULL;0
1183;1456;"Sigdo Koppers";1;NULL;335;1;4;0
1184;NULL;Belfi;3;NULL;335;NULL;NULL;0
1185;1317;"Albagli & Zaliasnik";2;NULL;335;3;2;0
1186;NULL;"Ministerio de Obras Públicas";2;NULL;335;NULL;NULL;0
1187;NULL;"AFP Habitat";1;NULL;335;NULL;NULL;0
1188;NULL;"Telefónica ";1;NULL;341;NULL;NULL;0
1189;NULL;"AFP Capital";1;NULL;335;NULL;NULL;0
1191;NULL;Sky;1;NULL;335;NULL;NULL;0
1192;NULL;JetSmart;1;NULL;335;NULL;NULL;0
1193;2124;"Banco Estado ";1;NULL;341;3;11;0
1194;1342;"Sector Vitivinícola";1;NULL;340;NULL;NULL;0
1195;1359;Latam;2;NULL;335;NULL;NULL;0
1196;NULL;Copec;1;NULL;335;NULL;NULL;0
1197;NULL;"Enaex (Shell)";2;NULL;335;NULL;NULL;0
1198;NULL;"Ministerio de Transportes y Telecomunicaciones";3;NULL;335;NULL;NULL;0
1199;NULL;"Colbún S.A.";2;NULL;335;NULL;NULL;0
1200;NULL;"Finning (Caterpillar)";2;NULL;335;NULL;NULL;0
1201;1392;"Empresas Familiares";1;NULL;340;NULL;NULL;0
1202;NULL;Komatsu;2;NULL;335;NULL;NULL;0
1203;NULL;"Banco Bice";1;NULL;335;NULL;NULL;0
1204;NULL;"Banco de Chile";2;NULL;335;NULL;NULL;0
1205;NULL;"Banco del Estado de Chile";3;NULL;335;NULL;NULL;0
1206;NULL;"Banco Santander";2;NULL;335;NULL;NULL;0
1207;NULL;"Banco Itau Corpbanca";1;NULL;335;NULL;NULL;0
1208;1345;GasValpo;1;NULL;335;1;1;0
1209;1302;Enap;1;NULL;341;3;6;0
1210;1303;Cencosud;1;NULL;340;NULL;NULL;0
1211;NULL;"Electrica Pilmaiquén";1;NULL;335;NULL;NULL;0
1212;NULL;Cencosud;1;NULL;338;NULL;NULL;0
1213;NULL;Edelmag;0;NULL;335;NULL;NULL;0
1214;NULL;"Coca Cola Andina";1;NULL;338;NULL;NULL;0
1215;NULL;Falabella;1;NULL;339;NULL;NULL;0
1216;NULL;"Banco Falabella";1;NULL;338;NULL;NULL;0
1217;NULL;Falabella;1;NULL;338;NULL;NULL;0
1218;1300;"Huilo Huilo";1;NULL;339;NULL;NULL;0
1219;NULL;Ripley;1;NULL;338;NULL;NULL;0
1220;1376;"Gasmar S.A.";1;NULL;335;1;2;0
1221;NULL;Walmart;1;NULL;338;NULL;NULL;0
1222;1424;"Caja Compensación Los Andes ";1;NULL;341;3;10;0
1223;1297;"María José Ortiz";1;NULL;339;NULL;NULL;0
1224;NULL;"GNL Chile S.A.";3;NULL;335;NULL;NULL;0
1225;NULL;"Paris ";2;NULL;339;NULL;NULL;0
1226;NULL;WOM;1;NULL;338;NULL;NULL;0
1227;NULL;Colun;2;NULL;338;NULL;NULL;0
1228;NULL;"Metrogas S.A.";3;NULL;335;NULL;NULL;0
1229;NULL;"Concha y Toro";2;NULL;338;NULL;NULL;0
1230;NULL;"Fruticula Garces ";2;NULL;339;NULL;NULL;0
1231;NULL;Copec;1;NULL;338;NULL;NULL;0
1232;1394;"Empresas de Consumo Masivo";1;NULL;340;NULL;NULL;0
1234;NULL;Soprole;1;NULL;338;NULL;NULL;0
1235;NULL;Angloamerican;1;NULL;338;NULL;NULL;0
1236;NULL;"Banco Santander";1;NULL;338;NULL;NULL;0
1237;NULL;ENAP;2;NULL;335;NULL;NULL;0
1238;NULL;"Banco Estado";2;NULL;338;NULL;NULL;0
1239;NULL;BASF;1;NULL;338;NULL;NULL;0
1240;NULL;Colbún;1;NULL;338;NULL;NULL;0
1241;1441;"Asociación de AFP AG";1;NULL;335;1;5;0
1242;NULL;Derco;1;NULL;338;NULL;NULL;0
1243;NULL;FASA;1;NULL;338;NULL;NULL;0
1244;NULL;"Banco Chile ";1;NULL;341;NULL;NULL;0
1245;NULL;"Universidad de Los Andes";1;NULL;335;NULL;NULL;0
1246;NULL;GTD;2;NULL;338;NULL;NULL;0
1247;NULL;"Enel ";1;NULL;341;NULL;NULL;0
1248;NULL;"Parque del Recuerdo";1;NULL;338;NULL;NULL;0
1249;NULL;Sodexo;1;NULL;338;NULL;NULL;0
1250;NULL;Aldeasa;1;NULL;338;NULL;NULL;0
1251;NULL;Arauco;1;NULL;338;NULL;NULL;0
1252;NULL;Jacobs;1;NULL;338;NULL;NULL;0
1253;NULL;Transelec;1;NULL;338;NULL;NULL;0
1255;NULL;"Nissan Chile";1;NULL;335;NULL;NULL;0
1256;NULL;"Antofagasta Minerals";1;NULL;338;NULL;NULL;0
1257;NULL;Ambrosoli;1;NULL;341;NULL;NULL;0
1258;NULL;Sky;1;NULL;338;NULL;NULL;0
1259;NULL;Codelco;1;NULL;338;NULL;NULL;0
1260;NULL;LATAM;1;NULL;338;NULL;NULL;0
1261;NULL;IBM;1;NULL;338;NULL;NULL;0
1262;NULL;Quiñenco;1;NULL;338;NULL;NULL;0
1263;1319;"CIAL Alimentos";1;NULL;338;NULL;NULL;0
1264;NULL;ENAP;1;NULL;338;NULL;NULL;0
1265;NULL;"Caja Los Andes";1;NULL;338;NULL;NULL;0
1266;1340;"Grupo Claro";1;NULL;340;NULL;NULL;0
1267;NULL;"Slimstock SpA";1;NULL;335;NULL;NULL;0
1268;NULL;CCU;1;NULL;338;NULL;NULL;0
1269;NULL;Deloitte;1;NULL;335;NULL;NULL;0
1270;2124;"Banco Estado MIcroempresas ";1;NULL;341;3;7;0
1271;1457;PwC;1;NULL;335;1;7;0
1272;NULL;Coopeuch;1;NULL;338;NULL;NULL;0
1274;NULL;Copeuch;1;NULL;341;NULL;NULL;0
1275;NULL;"Banco Chile";2;NULL;338;NULL;NULL;0
1276;NULL;KPMG;2;NULL;335;NULL;NULL;0
1277;NULL;"Asociación Chilena de Seguridad ";1;NULL;341;NULL;NULL;0
1278;NULL;MARS;2;NULL;338;NULL;NULL;0
1279;NULL;ORACLE;1;NULL;338;NULL;NULL;0
1280;NULL;Pepsico;1;NULL;338;NULL;NULL;0
1281;NULL;Tánica;1;NULL;335;NULL;NULL;0
1282;NULL;EMSA;2;NULL;338;NULL;NULL;0
1283;NULL;SMU;3;NULL;338;NULL;NULL;0
1284;NULL;"LA POLAR";3;NULL;338;NULL;NULL;0
1285;NULL;Abbot;1;NULL;338;NULL;NULL;0
1286;NULL;Natura;2;NULL;338;NULL;NULL;0
1287;NULL;Saesa;1;NULL;338;NULL;NULL;0
1288;NULL;"SAP Chile";1;NULL;338;NULL;NULL;0
1289;NULL;Metlife;1;NULL;338;NULL;NULL;0
1290;NULL;Diageo;1;NULL;338;NULL;NULL;0
1291;NULL;"Roche Chile LTDA.";1;NULL;338;NULL;NULL;0
1292;NULL;"Antofagasta Minerals Plc";2;NULL;335;NULL;NULL;0
1293;NULL;"COPESA La Tercera";2;NULL;335;NULL;NULL;0
1294;NULL;"El Mercurio";2;NULL;335;NULL;NULL;0
1295;NULL;Metro;1;NULL;338;NULL;NULL;0
1296;NULL;Ducasse;1;NULL;338;NULL;NULL;0
1298;NULL;Natura;1;NULL;341;NULL;NULL;0
1302;NULL;"Atento Chile";1;NULL;341;NULL;NULL;0
1304;NULL;Copec;1;NULL;341;NULL;NULL;0
1305;NULL;MetroGAS;1;NULL;341;NULL;NULL;0
1307;NULL;Soprole;0;NULL;341;NULL;NULL;0
1308;NULL;CMPC;1;NULL;341;NULL;NULL;0
1309;NULL;"Aguas Andinas";1;NULL;341;3;3;0
1310;NULL;Gasco;1;NULL;341;NULL;NULL;0
1311;NULL;Colbun;1;NULL;341;NULL;NULL;0
1312;NULL;Chilectra;1;NULL;341;NULL;NULL;0
1313;NULL;Colun;1;NULL;341;NULL;NULL;0
1314;NULL;Carozzi;1;NULL;341;NULL;NULL;0
1315;NULL;"Dos en Uno";1;NULL;341;NULL;NULL;0
1316;NULL;"Lucchetti ";1;NULL;341;NULL;NULL;0
1317;1440;"Celulosa Arauco";1;NULL;341;3;8;0
1321;NULL;LATAM;1;NULL;342;NULL;NULL;0
1322;NULL;Mallplaza;1;NULL;342;NULL;NULL;0
1323;NULL;"bajo interes sin contacto";3;NULL;342;NULL;NULL;0
1324;1295;"bajo interes con contacto";3;NULL;342;NULL;NULL;0
1325;NULL;"interes medio sin contacto";2;NULL;342;NULL;NULL;0
1326;1294;"interes medi ocon contacto";2;NULL;342;2;3;0
1327;1294;"bajo con contacto fuerte";0;NULL;342;2;2;0
1328;1422;Cencosud;1;NULL;335;2;1;0
1330;1432;"CAPITAL EJECUTIVO";2;NULL;294;3;18;0
1331;1433;"EQUATION PARTNERS";2;NULL;294;3;16;0
1332;2356;"MICHAEL PAGE";2;NULL;294;3;31;0
1333;NULL;"Ministerio de Tranposrte";1;NULL;195;NULL;NULL;0
1334;1435;tueytu;2;NULL;323;3;1;0
1335;1438;"Duoc UC";1;NULL;341;3;9;0
1336;NULL;Inacap;1;NULL;341;NULL;NULL;0
1337;1428;"Mutual de Seguridad";1;NULL;341;2;1;0
1338;NULL;IST;1;NULL;341;NULL;NULL;0
1339;NULL;"Clínica Alemana";1;NULL;341;1;1;0
1340;1324;Saesa;2;NULL;335;1;3;0
1341;1443;"CARE CONSULTING";2;NULL;294;3;13;0
1342;NULL;LabLab;2;NULL;195;NULL;NULL;0
1343;NULL;Peolpe;3;NULL;195;NULL;NULL;0
1344;1444;"Em 1 alto con contacto";1;NULL;372;1;1;0
1345;NULL;"alto sin contacto";1;NULL;372;NULL;NULL;0
1346;1445;"medio con ";2;NULL;372;2;1;0
1347;NULL;"medio sin";2;NULL;372;NULL;NULL;0
1348;1446;"bajo con";3;NULL;372;NULL;NULL;0
1349;NULL;"bajo sin";3;NULL;372;NULL;NULL;0
1351;NULL;"alto sin contacto 2";1;NULL;372;NULL;NULL;0
1352;NULL;Everis;1;NULL;193;NULL;NULL;0
1353;1449;Copec;2;NULL;387;2;1;0
1354;1450;Codelco;3;NULL;387;NULL;NULL;0
1355;1451;Falabella;1;NULL;387;1;1;0
1356;1452;LATAM;1;NULL;387;3;1;0
1357;NULL;LabLab;1;NULL;387;NULL;NULL;0
1358;1453;Arauco;2;NULL;387;NULL;NULL;0
1359;1454;Walmart;1;NULL;387;1;2;0
1360;NULL;Cencosud;1;NULL;387;NULL;NULL;0
1361;NULL;Entel;1;NULL;387;NULL;NULL;0
1362;NULL;Ripley;2;NULL;387;NULL;NULL;0
1363;1455;Enel;3;NULL;387;NULL;NULL;0
1364;NULL;Lablab;1;NULL;209;NULL;NULL;0
1365;NULL;Puma;1;NULL;367;NULL;NULL;0
1366;NULL;Adidas;1;NULL;367;NULL;NULL;0
1367;1503;Metlife;1;NULL;367;3;30;0
1368;1488;"Banco de Chile";1;NULL;367;3;15;0
1369;NULL;GoIntegro;1;NULL;355;NULL;NULL;0
1370;1495;"Laboratorio Roche";1;NULL;356;1;1;0
1371;1678;"Marley Coffee";1;NULL;367;3;18;0
1372;1485;DuocUC;1;NULL;367;2;1;0
1373;1533;"Laboratorio Sanofi";1;NULL;356;3;3;0
1374;NULL;Copec;1;NULL;367;NULL;NULL;0
1375;NULL;WOM;1;NULL;355;NULL;NULL;0
1376;1550;"Banco Santander";1;NULL;364;NULL;NULL;0
1377;1521;"Laboratorio MSD";1;NULL;356;1;2;0
1378;NULL;"SURA Seguros";2;NULL;355;NULL;NULL;0
1379;1502;"Gemark Pharma";1;NULL;356;3;2;0
1380;NULL;Engie;1;NULL;355;NULL;NULL;0
1381;1515;HP;2;NULL;366;3;4;0
1382;1536;CCa;1;NULL;364;1;9999;0
1383;1524;Intcomex;2;NULL;366;3;6;0
1384;1511;"Laboratorio Tecnofarma";1;NULL;356;3;5;0
1385;1576;"Banco de Chile";1;NULL;364;1;9999;0
1386;NULL;Inacap;1;NULL;367;NULL;NULL;0
1387;1518;Tecnoglobal;2;NULL;366;3;9;0
1388;NULL;Santander;2;NULL;355;NULL;NULL;0
1389;1525;Accenture;2;NULL;367;3;1;0
1391;NULL;Scotiabank;1;NULL;355;NULL;NULL;0
1392;NULL;SAP;1;NULL;355;NULL;NULL;0
1394;NULL;"Banco Bice";1;NULL;367;NULL;NULL;0
1395;NULL;Falabella;1;NULL;367;NULL;NULL;0
1396;NULL;IKEA;1;NULL;367;NULL;NULL;0
1397;NULL;Homecenter;1;NULL;367;NULL;NULL;0
1398;1650;IZO;1;NULL;355;NULL;NULL;0
1399;NULL;Walmart;1;NULL;367;NULL;NULL;0
1400;NULL;Cencosud;1;NULL;367;NULL;NULL;0
1401;NULL;Mercadolibre;1;NULL;355;NULL;NULL;0
1402;1591;"Laboratorio Cassara - Novoplus";1;NULL;356;2;1;0
1403;NULL;Entel;1;NULL;367;NULL;NULL;0
1404;1512;Mallplaza;1;NULL;367;3;24;0
1405;NULL;DHL;1;NULL;355;NULL;NULL;0
1406;NULL;"Parque Arauco";1;NULL;367;NULL;NULL;0
1407;NULL;Movistar;1;NULL;367;NULL;NULL;0
1408;NULL;DIAGEO;1;NULL;355;NULL;NULL;0
1409;NULL;"Dell Technologies";2;NULL;366;NULL;NULL;0
1410;NULL;DirecTV;1;NULL;367;NULL;NULL;0
1411;1571;"Banco BCI";1;NULL;364;NULL;NULL;0
1412;NULL;LÓréal;1;NULL;355;NULL;NULL;0
1413;NULL;LATAM;1;NULL;367;NULL;NULL;0
1414;NULL;Microsoft;1;NULL;355;NULL;NULL;0
1415;1587;"Banco Scotiabank";1;NULL;364;NULL;NULL;0
1416;1530;PUC;2;NULL;367;3;19;0
1417;NULL;"DirecTV Chile";2;NULL;355;NULL;NULL;0
1418;1553;AIEP;2;NULL;367;2;2;0
1419;1516;Microfocus;1;NULL;365;3;1;0
1420;1501;"La Polar";1;NULL;367;3;25;0
1421;NULL;"Larrain Vial";2;NULL;355;NULL;NULL;0
1422;1554;Peugeot;1;NULL;367;1;2;0
1423;NULL;"Banco Santander";1;NULL;367;NULL;NULL;0
1424;NULL;"Transbank S.A.";1;NULL;355;NULL;NULL;0
1425;1556;GSK;1;NULL;356;3;1;0
1426;NULL;"Accor Hotels";1;NULL;355;NULL;NULL;0
1427;1493;AVATTAR;1;NULL;365;3;6;0
1428;NULL;"Caja de Compensación Los Andes";1;NULL;364;NULL;NULL;0
1429;1570;"MG Consulting";1;NULL;356;3;6;0
1430;NULL;"Nielsen Chile";2;NULL;355;NULL;NULL;0
1431;1563;BCI;1;NULL;367;3;23;0
1432;NULL;SODIMAC;1;NULL;355;NULL;NULL;0
1433;1593;Intel;2;NULL;366;3;7;0
1434;NULL;Multicaja;2;NULL;364;NULL;NULL;0
1435;1567;"Sintoniza Consultores";1;NULL;356;2;2;0
1436;NULL;Ripley;2;NULL;367;NULL;NULL;0
1437;1542;TSOFT;1;NULL;365;3;3;0
1438;NULL;"Novartis Chile";1;NULL;355;NULL;NULL;0
1439;NULL;"Brown Foreman";1;NULL;367;NULL;NULL;0
1440;1501;CCU;1;NULL;367;3;22;0
1441;1741;Sandoz;1;NULL;356;3;4;0
1442;NULL;"Cencosud Scotiabank";1;NULL;355;NULL;NULL;0
1443;1594;"Banco Consorcio";1;NULL;364;NULL;NULL;0
1444;NULL;Nestle;1;NULL;367;NULL;NULL;0
1445;NULL;Google;1;NULL;367;NULL;NULL;0
1446;2064;"Tech Data";2;NULL;366;1;1;0
1447;NULL;VTR;2;NULL;355;NULL;NULL;0
1448;NULL;Cornershop;1;NULL;355;NULL;NULL;0
1449;NULL;UBER;1;NULL;355;NULL;NULL;0
1450;1592;BCI;1;NULL;365;1;1;0
1451;NULL;"AFP Cuprum";1;NULL;367;NULL;NULL;0
1452;NULL;"Rotter & Krauss";2;NULL;355;NULL;NULL;0
1454;2066;Nexsys;2;NULL;366;2;1;0
1457;NULL;"Universidad Adolfo Ibañez";1;NULL;367;NULL;NULL;0
1458;NULL;"Banco Security";1;NULL;367;NULL;NULL;0
1460;NULL;Belltech;1;NULL;355;NULL;NULL;0
1461;NULL;Amazon;1;NULL;355;NULL;NULL;0
1462;1487;LATAM;1;NULL;355;1;9999;0
1463;NULL;"Caja de Compensaciòn Los Heroes";2;NULL;364;NULL;NULL;0
1464;NULL;Colmena;2;NULL;367;NULL;NULL;0
1465;NULL;Banmedica;2;NULL;367;NULL;NULL;0
1466;NULL;Hilton;1;NULL;355;NULL;NULL;0
1467;1599;"Banco Itaù";1;NULL;364;NULL;NULL;0
1469;1597;Santander;2;NULL;365;2;1;0
1470;NULL;"AFP Capital";1;NULL;367;NULL;NULL;0
1471;NULL;Embonor;1;NULL;367;NULL;NULL;0
1473;1598;triplitte;2;NULL;366;3;5;0
1474;NULL;"Caja Los Andes";2;NULL;355;NULL;NULL;0
1475;NULL;"Mall Plaza";2;NULL;355;NULL;NULL;0
1476;NULL;"AFP Habitat";2;NULL;355;NULL;NULL;0
1477;2063;Vertiv;2;NULL;366;1;2;0
1478;NULL;"Clinica UAndes";1;NULL;367;NULL;NULL;0
1479;1601;DCV;1;NULL;365;1;2;0
1481;NULL;Edenred;2;NULL;355;NULL;NULL;0
1483;NULL;"Grupo Saesa Chile";1;NULL;355;NULL;NULL;0
1484;NULL;Google;1;NULL;355;NULL;NULL;0
1485;NULL;Accenture;1;NULL;355;NULL;NULL;0
1486;NULL;Deloitte;1;NULL;355;NULL;NULL;0
1487;1602;"Banco Internacional";1;NULL;364;1;9999;0
1488;NULL;"Samsung Electronics";1;NULL;355;NULL;NULL;0
1489;NULL;IKEA;1;NULL;355;NULL;NULL;0
1490;NULL;Cabify;1;NULL;355;NULL;NULL;0
1491;1555;"Seguros Falabella";2;NULL;355;NULL;NULL;0
1492;1607;ABB;2;NULL;366;3;2;0
1493;1487;"LATAM Cargo";1;NULL;355;NULL;NULL;0
1494;NULL;"Novo Nordisk";2;NULL;355;NULL;NULL;0
1495;NULL;Selina;1;NULL;355;NULL;NULL;0
1496;1608;PRACTIA;2;NULL;365;1;3;0
1497;NULL;Liftit;2;NULL;355;NULL;NULL;0
1498;NULL;ABB;1;NULL;355;NULL;NULL;0
1499;NULL;"General Electric";1;NULL;355;NULL;NULL;0
1501;NULL;"Banco Falabella";2;NULL;364;NULL;NULL;0
1502;1555;"Falabella Financiero";1;NULL;355;1;9999;0
1503;1561;"Socius Spa";1;NULL;365;3;2;0
1504;1622;"Digital Force Consulting SPA";1;NULL;365;3;5;0
1506;1585;ALTIUZ;2;NULL;365;1;4;0
1507;1522;Redelcom;1;NULL;364;1;9999;0
1508;1624;"TCS Consulting";2;NULL;365;1;5;0
1509;1627;"Valor Unico";2;NULL;365;1;6;0
1510;1634;BancoEstado;1;NULL;364;NULL;NULL;0
1511;1514;Idemia;1;NULL;364;NULL;NULL;0
1512;1648;NEXUS;2;NULL;365;1;7;0
1513;1670;Abastible;1;NULL;160;NULL;NULL;0
1514;1673;"DAMA Chile";2;NULL;365;3;4;0
1515;1671;"UAI Universidad Adolfo Ibáñez";1;NULL;160;NULL;NULL;0
1516;1580;"Red hat";1;NULL;365;NULL;NULL;0
1517;1675;Entel;2;NULL;365;NULL;NULL;0
1518;1677;CMPC;1;NULL;335;1;6;0
1521;1680;SURA;1;NULL;367;3;28;0
1524;NULL;Patagonia;1;NULL;367;NULL;NULL;0
1525;NULL;"Mondelez (ex Kraft Food)";1;NULL;367;NULL;NULL;0
1528;NULL;Pfizer;1;NULL;367;NULL;NULL;0
1531;2059;"Prysmian Chile";2;NULL;366;1;3;0
1534;NULL;Siemens;2;NULL;366;NULL;NULL;0
1546;NULL;"SKY Airline";1;NULL;355;NULL;NULL;0
1555;NULL;Pfizer;1;NULL;367;NULL;NULL;0
1556;NULL;Patagonia;1;NULL;367;NULL;NULL;0
1557;NULL;Patagonia;1;NULL;367;NULL;NULL;0
1558;1717;"MONEDA ASSET MANAGEMENT";2;NULL;391;NULL;NULL;0
1559;NULL;"COPEC COMBUSTIBLE";1;NULL;398;NULL;NULL;0
1560;1690;"Banco Estado";1;NULL;390;3;1;0
1561;NULL;"COMPASS ASSET MANAGEMENT";1;NULL;391;NULL;NULL;0
1562;1725;BCI;1;NULL;390;3;11;0
1564;1707;"ALTIS AGF";2;NULL;391;NULL;NULL;0
1565;1704;"BCI AGF";2;NULL;391;NULL;NULL;0
1566;NULL;Accenture;1;NULL;390;NULL;NULL;0
1567;1689;BLACKROCK;2;NULL;391;1;9999;0
1568;1744;ENAP;1;NULL;398;1;6;0
1569;NULL;Everis;2;NULL;390;NULL;NULL;0
1570;NULL;AMERIS;2;NULL;391;NULL;NULL;0
1571;NULL;"JP MORGAN";2;NULL;391;NULL;NULL;0
1573;NULL;FALCOM;3;NULL;391;NULL;NULL;0
1574;1733;"EY Consulting";2;NULL;390;3;10;0
1575;NULL;"CAPITAL ADVISORS";3;NULL;391;NULL;NULL;0
1576;NULL;ENEX;1;NULL;398;NULL;NULL;0
1577;NULL;"LARRAIN VIAL AGF";2;NULL;391;NULL;NULL;0
1578;NULL;"BTG AM";2;NULL;391;NULL;NULL;0
1579;1710;"BICE AGF";2;NULL;391;NULL;NULL;0
1580;NULL;"AES GENER";1;NULL;398;NULL;NULL;0
1581;NULL;ECONSULT;2;NULL;391;NULL;NULL;0
1582;NULL;"VISION ADVISORS";3;NULL;391;NULL;NULL;0
1583;1705;SONACOL;2;NULL;398;1;1;0
1584;NULL;SONDA;1;NULL;390;NULL;NULL;0
1585;NULL;HMC;3;NULL;391;NULL;NULL;0
1586;NULL;Deloitte;1;NULL;390;NULL;NULL;0
1587;NULL;Scotiabank;1;NULL;390;NULL;NULL;0
1588;NULL;Itaú;1;NULL;390;NULL;NULL;0
1589;NULL;"Larraín Vial";1;NULL;390;NULL;NULL;0
1590;NULL;"BTG Pactual";1;NULL;390;NULL;NULL;0
1591;NULL;Credicorp;1;NULL;390;NULL;NULL;0
1592;NULL;"EXCEL CAPITAL";3;NULL;391;NULL;NULL;0
1593;NULL;Santander;1;NULL;390;NULL;NULL;0
1594;NULL;"SWISS ADVISORS";0;NULL;391;NULL;NULL;0
1595;NULL;PwC;2;NULL;390;NULL;NULL;0
1596;NULL;"Falabella Financiero";1;NULL;390;NULL;NULL;0
1597;NULL;"AFP Capital";1;NULL;390;NULL;NULL;0
1598;NULL;"AFP Habitat";1;NULL;390;NULL;NULL;0
1599;NULL;"AFP Cuprum";2;NULL;390;NULL;NULL;0
1600;1712;LIPIGAS;1;NULL;398;1;2;0
